pxcor,pycor,patchrent,OAID,patch_borough,spend,reachable_pubs,reachable_consumers,reachable_spending,initial_pubs,dead_pubs,current_pubs
51,21,4000.0000000000005,E00000387,Barking and Dagenham,53573,11,128,6073050,0,0,0
21,-15,5640,E00173710,Lewisham,76394.17,17,185,15973292,0,0,0
-82,11,5060.000000000001,E00011991,Hillingdon,131870.27,12,96,13455044,0,0,0
-12,53,6515,E00000576,Barnet,119873,13,98,9711433,0,0,0
-79,43,6000.000000000001,E00012370,Hillingdon,162739.25,7,58,16019583,0,0,0
-26,-49,5390,E00020954,Sutton,98616,29,164,19888311,0,0,0
-86,-2,4210,E00012194,Hillingdon,206109,4,28,3633527,0,0,0
-63,37,5169.999999999999,E00010824,Harrow,94482.81,17,133,12287939,0,0,0
-71,41,6155.000000000001,E00010959,Harrow,150938,13,68,10651870,0,0,1
69,-9,3935.0000000000005,E00002125,Bexley,35429,4,42,1748347,0,0,0
-66,14,4215,E00006304,Ealing,124498,14,113,11890318,0,0,0
-73,3,3820,E00006814,Ealing,131701,14,96,9836304,1,0,2
-66,33,4295.000000000001,E00011183,Harrow,83888,20,127,12446877,0,0,0
61,37,4145,E00011221,Havering,52810,7,101,5004854,0,0,0
-81,-14,4089.999999999999,E00012726,Hounslow,103782,7,56,6188640,0,0,0
42,46,5499.999999999999,E00018612,Redbridge,66073,4,59,5559355,0,0,1
-69,37,6465,E00010974,Harrow,145062,16,80,10582248,0,0,0
2,-19,9440,E00019873,Southwark,283161,11,94,14873327,0,0,0
-55,0,6245.000000000001,E00012779,Hounslow,183078,22,125,15564545,0,0,0
-41,-15,7749.999999999998,E00019112,Richmond upon Thames,217093,8,41,6496011,0,1,0
3,-42,3725,E00004890,Croydon,96228.3,18,166,17481839,1,0,1
-71,12,5125.000000000001,E00012671,Hillingdon,99209,12,133,15321734,0,0,1
59,19,3515,E00000532,Barking and Dagenham,68353,11,97,5033890,0,0,1
19,12,4870.000000000001,E00167128,Tower Hamlets,51920,22,239,21339097,0,0,0
-90,-2,4440,E00012181,Hillingdon,126425,2,28,3394978,0,0,0
-83,42,6970,E00012328,Hillingdon,232036,8,37,10560575,0,0,0
55,-28,4409.999999999999,E00003542,Bromley,56314,1,11,716554,0,0,0
-72,28,5500,E00012054,Hillingdon,149723,11,110,14744117,0,0,0
-59,15,5540,E00006686,Ealing,86667,11,93,10886873,0,0,0
-48,-15,11430,E00019493,Richmond upon Thames,161220,8,66,10803796,0,0,0
-58,-33,7705,E00019239,Richmond upon Thames,2051275,3,4,4018497,0,0,0
20,-53,3499.999999999999,E00005260,Croydon,80477.52,5,62,4565685,0,0,0
36,-34,5590,E00003146,Bromley,224563,13,53,6923721,0,0,0
-78,-15,3880,E00012892,Hounslow,108677,10,94,10018675,0,0,0
11,-15,5950,E00016344,Lewisham,145415,20,162,15430264,0,0,0
35,-15,4875,E00008020,Greenwich,79574,10,77,6388842,0,0,0
-68,20,5350,E00006556,Ealing,121561,11,95,9206515,1,0,1
-18,-41,4885.000000000001,E00021075,Sutton,60790.079999999994,8,117,10065245,0,0,0
19,1,6230.000000000001,E00021219,Tower Hamlets,205831,17,203,29194385,0,0,0
-88,15,5510,E00012013,Hillingdon,118363,11,76,11383551,0,0,0
82,18,5190,E00011924,Havering,58868,0,2,130844,0,0,0
-18,-22,6670.000000000001,E00023264,Wandsworth,320886,25,219,40376615,1,0,1
15,-44,5320.000000000001,E00005625,Croydon,127190,13,63,7388100,0,0,0
12,66,4150,E00007128,Enfield,41979,6,96,4257498,0,0,0
20,9,5435,E00184041,Tower Hamlets,186870,24,184,19285268,0,0,1
-32,53,7360,E00001368,Barnet,231216,0,7,1141502,0,1,0
-42,-25,8000,E00174867,Kingston upon Thames,279621,4,26,5832643,0,0,0
-95,16,4885,E00012562,Hillingdon,163220,14,59,8668205,0,0,0
-37,-18,4500.000000000001,E00019112,Richmond upon Thames,217093,7,47,7267088,0,0,0
-27,62,6015,E00001220,Barnet,177839,10,87,8860720,0,0,0
12,42,5000.000000000001,E00022138,Waltham Forest,52696.11000000001,7,122,6292801,0,0,1
50,17,3999.999999999999,E00000463,Barking and Dagenham,41541,5,81,3645242,0,0,0
53,12,4000,NaN,NaN,NaN,2,24,1648202,0,0,0
69,15,4285,E00011709,Havering,28560,5,55,2398180,0,0,0
26,-69,3635.0000000000005,E00003181,Bromley,150048,3,14,1494661,0,1,0
88,23,4000.0000000000005,E00011924,Havering,58868,0,1,79625,0,0,0
-50,-41,6485.000000000001,E00015081,Kingston upon Thames,293300,17,121,22218050,0,0,0
26,-66,5110,E00003181,Bromley,150048,4,17,1926517,0,1,0
-85,6,4845,E00184502,Hillingdon,122129,7,65,7695771,0,0,0
-23,51,6050.000000000001,E00001392,Barnet,113345,9,96,11861023,0,0,0
-17,-10,8070.000000000002,E00023133,Wandsworth,201526.20999999993,40,249,48340275,0,0,0
32,25,4355,E00018090,Newham,63749,13,162,12994733,0,0,0
-2,51,5500.000000000001,E00007458,Enfield,57935.819999999985,12,133,7499011,0,0,0
-21,26,15000,E00004404,Camden,471063.54000000004,19,155,65726507,1,0,1
7,-54,4705.000000000001,E00005599,Croydon,158026,11,51,11889374,0,0,0
41,-73,6540,E00003655,Bromley,3763622,3,1,3763622,0,0,0
-69,11,4105.000000000001,E00006449,Ealing,130701,11,143,15373851,0,0,0
10,17,8085,E00021295,Tower Hamlets,165134,37,296,36861281,1,1,0
32,-43,4980,E00003219,Bromley,90687,2,29,2865374,2,2,0
25,-29,5200.000000000001,E00004036,Bromley,75465,14,112,11160341,0,0,0
30,-31,5690,E00003138,Bromley,120264.59,16,85,9887253,1,0,1
50,-58,5500,E00003308,Bromley,103169,0,2,198913,0,0,0
-87,15,5080.000000000001,E00012225,Hillingdon,155625,13,77,11909029,0,0,0
77,42,4625,E00011487,Havering,40572,3,66,2785899,0,0,0
-51,-24,8000,E00015141,Kingston upon Thames,200937.31999999998,10,76,13351658,0,0,0
-72,-6,3960.0000000000005,E00013107,Hounslow,173431,13,106,13647250,0,0,0
12,-11,5854.999999999999,E00016907,Lewisham,70415,17,167,15307776,0,0,0
-5,64,6060.000000000001,E00007303,Enfield,85928,6,71,5298793,0,0,0
71,52,7000.000000000001,E00011550,Havering,27330,2,30,1142903,0,0,0
9,35,4775.000000000001,E00022098,Waltham Forest,47176,8,110,5410139,0,0,0
-18,59,5005.000000000001,E00000848,Barnet,78300,13,90,9288115,0,0,0
-33,-39,5385,E00017304,Merton,177311,12,102,12968070,0,0,0
25,50,6595.000000000001,E00018834,Redbridge,109930,7,69,7743638,0,0,0
-1,-54,3800,E00005480,Croydon,176323,12,81,12016563,0,0,0
-60,47,5275,E00184506,Harrow,55146,8,55,6218548,0,0,0
16,66,4450.000000000001,E00007127,Enfield,59605,2,29,1356939,0,1,0
52,19,4000,E00000464,Barking and Dagenham,53835.27,9,100,4764324,0,0,0
-5,51,5605,E00007782,Enfield,64435.21000000001,12,120,7640666,0,0,0
-66,41,5610,E00010791,Harrow,114988,13,81,9256041,0,0,0
8,64,4120.000000000001,E00007141,Enfield,39102.259999999995,9,121,5235353,0,0,0
80,32,5950.000000000001,E00011265,Havering,57412,6,57,3578991,0,0,0
-75,-3,5360,E00013091,Hounslow,110423.95000000001,11,62,8178466,0,0,0
-17,62,6390,E00007058,Enfield,91261,10,62,6188718,0,0,0
54,-45,5360,E00003291,Bromley,96526,1,21,1669129,0,0,0
-36,1,8705.000000000002,E00009662,Hammersmith and Fulham,288684,50,232,51793916,0,0,0
29,-57,5500,E00003646,Bromley,291420,0,5,747238,0,1,0
-9,9,13590,E00023932,Westminster,451486.48,7,132,36674886,5,5,0
50,-1,4120.000000000001,E00007816,Greenwich,57315,9,109,7161506,0,0,0
-47,-46,5390,E00015116,Kingston upon Thames,153224,7,83,12616440,0,0,0
-25,25,9170,E00004358,Camden,602315,29,204,71518697,0,0,0
-17,-17,8470,E00022906,Wandsworth,216109.06,23,198,41714365,0,0,0
46,-12,5225,E00002031,Bexley,73221,13,108,7400840,0,0,1
-80,-5,4610,E00184410,Hillingdon,165930,8,31,4400848,0,0,0
-37,-24,9940,E00017537,Merton,185408,2,18,4117256,0,0,0
21,59,5834.999999999999,E00021899,Waltham Forest,52670,4,33,2725823,0,0,0
-65,31,5195,E00011194,Harrow,88068,21,134,12376225,0,1,0
38,7,6635,E00174999,Newham,66433,9,90,8751829,0,0,0
-93,15,5140,E00012564,Hillingdon,<null>,15,73,10528422,0,0,0
-83,29,5940,E00012614,Hillingdon,180658,19,70,13717464,0,0,0
38,30,4315,E00185787,Redbridge,47135.13,11,162,8283528,0,0,0
29,21,3665.0000000000005,E00017982,Newham,90582.15,22,262,19351562,0,0,0
-37,34,5500.000000000001,E00001509,Barnet,83731,12,96,8939784,0,0,0
-17,-7,7304.999999999998,E00022854,Wandsworth,176994.48,35,236,46027568,1,0,1
-15,28,13275,E00004504,Camden,584664,27,182,38959766,0,0,0
-7,45,5685.000000000001,E00009900,Haringey,52058.16,11,162,8823867,0,0,0
-94,31,5929.999999999999,E00012261,Hillingdon,275407,0,5,954071,0,0,0
-69,26,5065,E00011074,Harrow,91342.19,10,123,13229206,0,0,0
20,14,5300,E00017699,Newham,41963,17,206,15895260,0,0,0
7,5,7960,E00020309,Southwark,136559.53846153847,35,271,41237495,1,0,1
-4,39,4230,E00010486,Haringey,49773.29999999999,15,212,9560913,0,0,0
24,-44,6015,E00003722,Bromley,98445,5,54,6289594,0,0,0
-21,-54,5500,E00020604,Sutton,168729,7,96,13677658,0,0,0
-20,-49,5410,E00020647,Sutton,92196.52,31,145,17957413,0,0,0
-73,7,3850.0000000000005,E00012468,Hillingdon,124436,11,110,12976431,0,0,0
-80,32,5755.000000000001,E00012131,Hillingdon,284722,21,83,15877966,0,0,1
-45,50,5500.000000000001,E00000934,Barnet,129128,10,91,10254151,0,0,0
-14,-51,4025.0000000000005,E00021053,Sutton,133871.98,16,111,14366529,0,0,0
-70,-25,6240,E00019253,Richmond upon Thames,124834.73999999999,10,80,9923361,0,0,0
94,31,5509.999999999999,E00011911,Havering,105987,0,1,105987,0,0,0
24,-60,4645.000000000001,E00003181,Bromley,150048,2,15,1402417,0,0,0
59,26,4000,E00000173,Barking and Dagenham,67075.28,9,108,5610358,1,0,1
72,6,3669.999999999999,E00011695,Havering,42840,0,1,42840,0,0,0
-57,20,6000.000000000001,E00006536,Ealing,100824,10,82,9495645,0,0,0
-33,11,7270,E00009367,Kensington and Chelsea,140010.81,20,204,25684098,0,0,0
43,-62,6185,E00003648,Bromley,1361636,4,2,2997710,0,0,0
-7,-60,4505.000000000001,E00005118,Croydon,223225,7,67,12080540,0,0,0
-22,40,7075,E00000870,Barnet,59656,11,120,13848908,0,0,0
61,15,4000,E00176969,Havering,50085,3,42,1811700,0,0,0
64,15,4179.999999999999,E00011859,Havering,39578.219999999994,4,48,1937684,0,0,0
-86,33,6175,E00012624,Hillingdon,195076,8,35,7143217,0,0,0
34,-36,6000,E00003114,Bromley,122515.27000000002,12,72,8055943,0,0,0
-50,-5,8570,E00019350,Richmond upon Thames,134983,19,99,12656663,0,0,0
65,47,5790,E00011495,Havering,542194,4,38,2338458,0,1,0
-53,17,5350,E00006704,Ealing,111596,13,99,12520205,0,0,0
-24,26,14649.999999999996,E00004346,Camden,481202.31,28,157,60364291,0,0,0
56,-51,3980.0000000000005,E00003291,Bromley,96526,0,1,96526,1,1,0
-75,-7,4000,E00012868,Hounslow,134795,10,72,9393662,0,0,0
10,-5,5250,E00016915,Lewisham,85718.89,26,215,18548718,1,0,1
45,-44,5315.000000000001,E00003850,Bromley,107070,11,84,8981191,0,0,0
17,60,4060,E00021902,Waltham Forest,99637,2,19,1569151,0,0,0
-60,54,6510.000000000001,E00011126,Harrow,222227.25,0,5,713564,0,0,0
54,-53,5600,E00003291,Bromley,96526,0,4,448935,0,0,0
-74,15,4365,E00006632,Ealing,113741.53000000001,13,95,10563328,0,0,0
59,1,3500.0000000000005,E00176938,Bexley,30349,10,90,4217452,0,0,0
-9,-48,4290,E00020555,Sutton,98279.55,15,106,10854066,0,0,0
-50,5,7000,E00006150,Ealing,227538,22,138,20274296,0,0,0
0,-35,4000,E00005716,Croydon,111788.14,19,187,16629015,1,0,1
34,44,5270.000000000001,E00175160,Redbridge,60062,3,79,4692812,0,0,0
28,33,6830.000000000002,E00019072,Redbridge,83947,6,88,5935291,0,0,0
18,-32,6045,E00003485,Bromley,100456,13,93,10866912,0,0,0
2,61,5434.999999999999,E00007537,Enfield,52867.92999999999,7,111,6524858,0,0,0
6,28,6465,E00008809,Hackney,88541.12,29,246,22477272,1,0,1
-96,1,5490,E00012581,Hillingdon,85369,2,17,1968462,0,0,0
25,43,5980.000000000001,E00018484,Redbridge,74810.03000000001,10,116,7687622,0,0,0
45,-47,5910,E00003316,Bromley,139123,9,74,7756445,0,0,0
59,44,4270.000000000001,E00011526,Havering,46552.9,7,90,4163015,0,0,0
-53,-48,4260,E00014815,Kingston upon Thames,122582,7,49,7317097,0,0,0
40,-26,5970,E00003338,Bromley,110585,8,45,4954872,0,0,0
44,26,4235,E00018793,Redbridge,57956,13,147,8158073,0,0,0
-35,55,6800.000000000001,E00001368,Barnet,231216,1,9,1098958,0,0,0
51,0,4215,E00002038,Bexley,85522,11,116,7064012,0,0,0
17,-10,6225.000000000001,E00016574,Lewisham,57054.41,18,212,17666014,0,0,0
-51,16,7470,E00178978,Brent,121855,13,108,13979313,0,0,0
0,41,4415,E00010465,Haringey,36113,16,211,8337136,0,0,0
4,32,4570.000000000001,E00009097,Hackney,94683.36,20,221,17172819,0,0,0
-79,31,5915,E00012281,Hillingdon,174977,20,93,17126043,1,0,1
-50,-4,7020,E00019350,Richmond upon Thames,134983,21,107,14167329,0,0,0
76,19,5500,E00011706,Havering,43860,0,8,353541,0,1,0
-75,-27,5000,E00012962,Hounslow,79457,1,14,1426757,0,0,0
29,-65,5095,E00003163,Bromley,120537,5,26,2891230,0,0,0
-18,20,11335,E00004772,Camden,314681.04,33,254,91797246,0,0,0
-47,-48,5500,E00014805,Kingston upon Thames,136719,6,67,8796390,0,0,0
70,17,4605,E00011831,Havering,45568,5,56,2457386,0,0,0
42,-6,4100,E00008386,Greenwich,54662,9,93,6206492,0,0,0
18,27,5469.999999999999,E00022278,Waltham Forest,41839.43,14,181,10934298,1,1,0
-9,28,7029.999999999998,E00013998,Islington,116212.41,38,323,39457115,1,0,1
-41,26,4094.999999999999,E00003031,Brent,97082.89000000001,4,117,9967658,0,0,0
-16,21,10195,E00004472,Camden,429391.89,47,262,88579513,0,0,0
24,-51,5740.000000000001,E00003725,Bromley,70952,0,18,1713778,0,0,0
-7,70,6435,E00007029,Enfield,90725,0,13,997080,0,0,0
49,-16,5410,E00001727,Bexley,58647,10,87,5857269,0,0,0
-61,34,5190.000000000001,E00010681,Harrow,109195.04000000001,15,135,11743242,1,0,1
51,44,3760,E00018353,Redbridge,45212,0,13,584775,0,0,0
-1,-31,3915,E00005721,Croydon,93742.62,14,155,15656901,0,0,0
15,-26,5330,E00182592,Bromley,226621,14,112,10157212,0,0,1
-61,-4,5400.000000000001,E00013286,Hounslow,229015,16,83,12549355,0,0,0
-92,25,5760,E00012252,Hillingdon,247222,6,26,5496914,0,0,0
25,11,3810.000000000001,E00182080,Newham,59750.26000000002,14,183,13412243,0,0,1
42,-37,5704.999999999999,E00003975,Bromley,140947,7,62,7193030,0,0,0
-4,63,6020,E00007309,Enfield,111201,7,80,5948950,0,0,0
60,3,4950.000000000001,E00001984,Bexley,52865,3,56,2543195,0,0,0
-66,20,4855.000000000001,E00006596,Ealing,108090,10,104,10586568,0,0,0
67,36,5350,E00011889,Havering,94151,8,111,6193105,0,0,0
-27,68,7870,E00001213,Barnet,134653,0,10,1212795,0,0,0
-84,0,5365.000000000001,E00012178,Hillingdon,103972,9,48,6314453,0,0,0
-8,70,6225.000000000001,E00007029,Enfield,90725,0,10,768476,0,0,0
-14,68,8000,E00171167,Enfield,126804,0,2,218065,0,0,0
17,39,5850,E00022173,Waltham Forest,56988.72,13,197,10716811,0,0,0
-99,48,3530,E00012152,Hillingdon,235825,0,4,667980,0,0,0
19,-58,3695,E00005280,Croydon,91319,3,35,2525458,0,0,0
-52,-24,8120,E00015141,Kingston upon Thames,177641.17,11,85,14433219,0,0,0
48,7,5290,E00008442,Greenwich,63462,9,87,5847123,0,0,0
-2,-48,4120.000000000001,E00005832,Croydon,99073,25,142,16474752,0,0,0
28,-66,4330.000000000001,E00003181,Bromley,150048,5,25,2764043,0,0,0
35,-41,4050.0000000000005,E00003213,Bromley,75281,6,52,5063078,0,0,0
-92,44,5500.000000000001,E00012150,Hillingdon,149394,3,12,1808233,0,0,0
28,50,6890,E00018836,Redbridge,100978,7,49,7674281,0,0,0
-34,-2,10000,E00019109,Richmond upon Thames,182792.17204301074,31,171,38747341,0,0,0
61,18,3560,E00000537,Barking and Dagenham,55679,5,77,3691306,0,0,0
64,0,4000.0000000000005,E00001972,Bexley,47052,3,63,2755555,0,1,0
-13,69,7765,E00007029,Enfield,90725,0,1,126804,0,0,0
-77,-4,3854.999999999999,E00012879,Hounslow,145433,10,43,5873282,0,0,0
1,28,8140,E00008995,Hackney,117551.35,39,306,33684029,3,2,1
-8,68,6499.999999999998,E00007029,Enfield,90725,2,19,1455240,0,0,0
-69,16,4580,E00006282,Ealing,90402.23,18,117,11717607,0,0,1
33,-66,6615,E00003164,Bromley,121784,4,25,2750326,0,0,0
-34,56,6515.000000000001,E00001368,Barnet,231216,1,22,2114628,0,0,0
-4,50,5230.000000000001,E00007443,Enfield,54829.65,12,129,7618583,0,0,0
-67,-2,4345.000000000001,E00013059,Hounslow,113687.69,14,87,10292056,0,0,1
-80,33,6035.000000000001,E00012122,Hillingdon,192628,23,77,15262589,0,0,0
54,12,4024.999999999999,NaN,NaN,NaN,2,18,1175749,0,0,0
31,50,6165,E00018413,Redbridge,703367,5,36,4653172,0,0,0
-51,11,8120,E00006095,Ealing,135164,18,134,22855176,0,0,0
10,63,4060.000000000001,E00007148,Enfield,50727,8,99,4353148,0,0,1
-98,39,5500,E00012162,Hillingdon,127643,2,13,1826498,0,0,0
-26,-51,5185.000000000001,E00020941,Sutton,145926,25,144,19172477,0,0,0
63,-3,3630,E00001824,Bexley,52873,6,108,5069560,0,0,0
-19,-52,5185,E00020679,Sutton,173093,10,104,15179520,0,0,0
1,47,4289.999999999999,E00007750,Enfield,55687,12,156,6474990,0,0,0
-19,-56,5830,E00020667,Sutton,211463,4,36,5855537,0,0,0
-61,-15,6715,E00019662,Richmond upon Thames,95983,14,121,16806670,0,0,0
-6,56,6350,E00178848,Enfield,76988,11,93,7509632,0,0,0
68,38,5690.000000000001,E00011741,Havering,56008,8,94,5414657,0,0,0
34,3,4150.000000000001,E00008499,Greenwich,53247.66666666667,13,113,6699967,1,0,1
-25,63,6420.000000000001,E00001229,Barnet,107530,10,79,8403008,0,0,0
-22,33,14970,E00001015,Barnet,168576,3,54,8716564,0,0,0
-22,-43,5000,E00020865,Sutton,122943.86,15,149,14194889,0,0,0
76,23,4990.000000000001,E00011924,Havering,58868,1,34,2071205,0,0,0
-32,-31,7250.000000000001,E00017421,Merton,148166.00000000003,11,123,17616470,0,0,0
8,-52,3995.0000000000005,E00005597,Croydon,148627,15,49,11381155,0,0,0
54,50,7064.999999999998,E00185769,Redbridge,57332,0,8,296566,0,0,0
52,13,4145,E00185816,Barking and Dagenham,22189,1,32,1868476,0,0,0
-80,0,4360.000000000001,E00012419,Hillingdon,126926.12999999996,11,65,8123852,0,0,0
2,25,7150,E00009134,Hackney,101569.37,41,308,35519979,1,0,1
-34,-21,9995,E00017537,Merton,185408,4,44,7232365,0,0,0
-46,34,5485.000000000001,E00002518,Brent,100230,11,101,10919474,0,0,0
93,24,5060,E00011911,Havering,105987,0,1,105987,0,0,0
-14,-28,4910,E00017177,Merton,101769.93,16,210,28032696,0,0,0
-1,-30,5070,E00005792,Croydon,93786,17,146,15376529,0,0,0
-1,37,5309.999999999999,E00010263,Haringey,44133.56,13,239,9907476,1,0,1
48,40,4000,E00018353,Redbridge,45212,1,24,1399407,0,0,0
-69,7,3500,E00179229,Ealing,132183.71000000005,6,121,12822576,0,0,0
-36,8,8260,E00009806,Hammersmith and Fulham,189922,32,209,35253609,0,0,0
-15,36,9420,E00010070,Haringey,104088,10,129,11502404,0,0,0
-22,68,6190,E00007053,Enfield,123692,0,12,1399269,0,0,0
-28,-32,7040,E00017351,Merton,112854,10,129,17611957,0,0,0
-40,21,4820,E00002907,Brent,84624,11,155,11194532,0,0,0
-76,34,6095.000000000001,E00176482,Hillingdon,204884.43,17,82,15131669,0,0,0
29,20,3865.0000000000005,E00018001,Newham,78413.77999999998,22,278,20086035,0,0,0
7,-48,4970,E00005295,Croydon,184589,12,28,9402211,0,0,0
-51,-1,5289.999999999999,E00012767,Hounslow,89455,19,124,15084397,1,0,2
6,59,4660.000000000001,E00007354,Enfield,50901,12,140,6762031,0,0,0
28,34,6625.000000000001,E00019070,Redbridge,76055.08,6,84,5548096,0,0,0
-13,61,6000,E00007060,Enfield,101521,3,60,5108700,0,0,0
12,31,5810,E00185675,Waltham Forest,64354,8,114,6439478,0,0,0
54,-32,3999.999999999999,E00003542,Bromley,56314,2,19,1016031,0,0,0
35,-22,4000,E00007969,Greenwich,90543,12,105,9118931,0,0,0
-72,23,5490,E00012422,Hillingdon,67304,9,80,9968550,0,0,0
-83,45,7000,E00012346,Hillingdon,449570,9,37,12983167,0,0,0
82,30,6535,E00011261,Havering,63036,5,63,3876321,0,0,0
23,-46,6000,E00003729,Bromley,141570,5,39,4598362,0,0,0
6,54,4030.0000000000005,E00007404,Enfield,48878.96,13,156,6853830,0,0,0
-18,40,8210.000000000002,E00009993,Haringey,145738,14,133,13064973,0,0,0
-24,51,6145,E00001383,Barnet,90105,10,92,11685081,0,0,0
10,-59,5099.999999999999,E00005580,Croydon,136340,8,34,7670911,0,0,0
3,-55,4815,E00005186,Croydon,168754.30000000002,16,59,9359140,0,0,0
42,4,5029.999999999999,E00008406,Greenwich,236064,12,134,8522981,0,0,0
3,-62,5190.000000000001,E00005495,Croydon,133365,11,36,6759820,0,0,0
24,-3,7985,E00007870,Greenwich,121605.62999999999,11,133,11206313,0,0,0
-31,24,7120,E00178907,Brent,210201.94000000003,27,197,30951819,0,0,0
-46,-49,5500,E00014838,Kingston upon Thames,129502,3,46,5746095,0,0,0
-40,40,4375,E00178769,Barnet,37958.08,13,184,12540266,0,0,0
-44,-26,7980,E00014859,Kingston upon Thames,241691,8,55,10692380,0,0,0
-56,39,4140,E00010892,Harrow,119278,14,127,13320179,0,0,0
-32,35,6000,E00001527,Barnet,105373,13,116,14155102,0,0,0
70,43,4225.000000000001,E00011548,Havering,30752.13,6,87,3655168,0,0,0
-50,28,4265,E00002783,Brent,96674.18000000001,19,129,11757832,0,0,0
-34,-9,9520.000000000002,E00023218,Wandsworth,241659,21,129,29113944,0,0,0
-11,9,13380,E00024134,Westminster,295349.51,7,133,51101359,7,7,0
-9,-70,5300,E00005080,Croydon,175002,4,33,5238248,0,0,0
-2,41,5535,E00010456,Haringey,43095.979999999996,12,203,8331038,0,0,0
-2,-10,7615.000000000001,E00015512,Lambeth,126012.37,34,219,30095389,0,0,1
-47,-19,9135.000000000002,E00019199,Richmond upon Thames,153215,1,12,1858635,0,0,0
-25,-39,5435.000000000001,E00017469,Merton,83734,10,109,10087251,0,0,1
37,-52,6000.000000000001,E00003645,Bromley,103560,1,8,817539,0,1,0
-8,1,14080.000000000002,E00177547,Lambeth,101140.38095238098,26,286,50138656,1,1,0
0,26,8250,E00008672,Hackney,157574.58999999997,40,313,39043251,0,0,0
56,12,3955.0000000000005,E00000434,Barking and Dagenham,50278,0,9,587461,0,0,0
-2,-42,4065,E00005035,Croydon,92583,27,201,18725383,0,0,0
26,42,5560,E00018492,Redbridge,59011.340000000004,9,116,7427234,0,0,0
-33,49,6590,E00178861,Barnet,65064,3,30,3065312,0,0,0
-17,0,15000,E00014586,Kensington and Chelsea,265789.01,32,261,80900945,1,0,1
35,22,3655.0000000000005,E00017842,Newham,66433.74999999999,12,226,15490020,0,0,0
-36,-32,4220,E00017438,Merton,189012,14,101,15686070,0,0,0
55,-2,3965,E00001630,Bexley,54284.84,9,111,6229743,1,0,1
37,27,3545.000000000001,E00175144,Redbridge,47332,13,179,10250616,0,0,0
7,-22,5520.000000000001,E00016831,Lewisham,79547.48999999999,18,149,12939525,1,0,1
-8,-9,7720.000000000001,E00015580,Lambeth,134336,40,309,38387040,0,0,0
-42,-24,8515,E00174867,Kingston upon Thames,279621,3,20,4573257,0,0,0
-34,-4,9819.999999999998,E00019089,Richmond upon Thames,183664,17,137,30380990,0,0,0
-5,-4,6205.000000000002,E00016071,Lambeth,101637.49,36,332,35453747,0,0,0
46,41,4000,E00018353,Redbridge,45212,0,17,795634,0,0,0
31,-55,5219.999999999999,E00003649,Bromley,161541,0,3,728227,0,0,0
-24,-52,5060.000000000001,E00020922,Sutton,143628,18,140,18922655,0,0,0
-40,26,3999.999999999999,E00003027,Brent,96265.37000000001,7,121,10479235,0,0,0
-2,-45,5345,E00180999,Croydon,100459.47999999998,30,181,19019407,5,2,3
-85,8,4640,E00012000,Hillingdon,106583,11,66,8504005,0,1,0
-7,-41,4125.000000000001,E00005026,Croydon,40593,10,114,9675415,0,0,0
-43,31,4795,E00003008,Brent,128773.82,9,88,8699843,0,0,0
-11,-5,4875,E00183214,Wandsworth,466179,38,299,50518948,0,0,0
57,50,4640,E00011496,Havering,38951,0,21,850405,0,0,0
39,-17,4585,E00008041,Greenwich,102767,9,82,7403399,0,0,0
-18,12,12210.000000000002,E00023490,Westminster,706055,33,240,80687860,4,4,0
78,22,6100.000000000001,E00011924,Havering,58868,1,20,1303401,0,0,0
32,40,4925.000000000001,E00018660,Redbridge,59237.049999999996,5,96,6024511,0,0,0
-64,-9,4805,E00013140,Hounslow,112764.70000000001,29,149,18729505,0,0,0
-25,30,10160,E00000705,Barnet,156809,11,87,19616176,0,0,0
61,49,5375,E00011496,Havering,38951,4,40,2695684,0,0,0
-8,-7,5800,E00015598,Lambeth,135592.44,41,315,38978927,1,0,1
-19,26,14900,E00004416,Camden,317846,26,170,63217227,0,2,0
29,-41,3660.0000000000005,E00003716,Bromley,105097,8,42,4079242,0,0,0
-47,-4,9460,E00019369,Richmond upon Thames,163147.27,18,119,18626244,0,0,0
-55,47,5945,E00171097,Harrow,96105,9,73,8880932,0,0,0
54,24,4000,E00000409,Barking and Dagenham,45923.88,15,158,7783742,0,0,1
11,55,4809.999999999999,E00007336,Enfield,23094,6,80,3457502,0,0,0
-20,73,6369.999999999998,E00171166,Enfield,57178,0,3,307284,0,0,0
87,24,5575.000000000001,E00011924,Havering,58868,0,4,290137,0,0,0
-60,36,5190.000000000001,E00010919,Harrow,97802.83,16,148,13237019,0,0,0
8,8,5705.000000000001,E00021656,Tower Hamlets,208365.77000000002,36,282,43091865,0,0,0
53,46,3499.999999999999,E00185769,Redbridge,57332,0,16,621112,0,0,0
-46,-14,10869.999999999998,E00019493,Richmond upon Thames,161220,7,78,13030439,0,0,0
0,19,7520,E00013520,Islington,154516,26,366,42348352,1,0,1
-28,-22,10000,E00017579,Merton,220028,16,123,20395621,0,0,0
-89,39,6000,E00012332,Hillingdon,423202,1,7,1420248,0,0,0
-10,2,14399.999999999996,E00175229,Westminster,302456.5600000001,22,241,55490722,1,1,0
38,-58,4680,E00003645,Bromley,103560,0,3,280980,0,0,0
-50,-8,9640.000000000002,E00019350,Richmond upon Thames,134983,9,84,12763120,0,0,0
-26,58,4865,E00001443,Barnet,71155,11,79,8917237,0,0,0
-12,-36,3935,E00184350,Merton,49392,5,74,6913914,0,0,0
