pxcor,pycor,patchrent,OAID,patch_borough,spend,reachable_pubs,reachable_consumers,reachable_spending,initial_pubs,dead_pubs,current_pubs
36,14,3819.999999999999,E00017870,Newham,69542,10,137,9608180,0,0,0
-38,-22,6035,E00023001,Wandsworth,311961,3,15,3216703,0,0,0
-14,-60,5155.000000000001,E00020667,Sutton,211463,3,17,3238652,0,0,0
-42,25,4180,E00002900,Brent,67511,5,123,9751188,0,0,0
-19,32,10540,E00010064,Haringey,121627,0,48,8216253,0,0,0
-29,-10,9710.000000000002,E00183147,Wandsworth,267059.8153846154,36,212,51589663,0,0,0
38,37,4335,E00018399,Redbridge,51729.939999999995,10,123,6953470,0,0,0
-45,-37,6075.000000000001,E00014692,Kingston upon Thames,170331.01,11,116,18967900,0,0,0
56,-28,4499.999999999999,E00001892,Bexley,73440,1,8,529114,0,0,0
-87,35,6454.999999999998,E00012155,Hillingdon,103603,4,18,3461458,0,0,0
-47,-29,6405.000000000001,E00014795,Kingston upon Thames,151422.77000000002,25,129,22830565,1,0,1
-28,-40,5500.000000000001,E00020797,Sutton,99763.36,13,102,11022692,0,0,0
57,-10,4995.000000000001,E00001612,Bexley,55521,7,90,5665374,0,0,0
-26,14,8240,E00023595,Westminster,219827.23,42,369,77116380,0,0,0
23,2,6504.999999999998,E00182223,Greenwich,21558,8,125,12253132,0,0,0
46,-27,4764.999999999999,E00003353,Bromley,113644,4,49,3136553,0,0,0
27,-41,6000.000000000001,E00003716,Bromley,105097,7,42,4592908,1,1,0
13,72,3810.0000000000005,E00007192,Enfield,67355,8,70,4290985,0,0,1
-52,-52,4720,E00014856,Kingston upon Thames,193264,6,40,5203637,0,0,0
12,59,4000,E00178879,Enfield,53793,6,67,2893584,0,0,0
41,28,3970,E00185762,Redbridge,56078.24,17,172,8523601,1,0,1
-37,-43,5955,E00014986,Kingston upon Thames,401495.3684210526,6,70,12709318,0,0,0
-12,-2,9540,E00023538,Westminster,263562.2702702703,38,293,66848695,0,0,0
-23,45,6580.000000000002,E00001558,Barnet,88883.58,13,134,15452400,0,0,0
18,-27,5215,E00016151,Lewisham,108427,14,108,10522680,0,0,0
-12,49,5080,E00007609,Enfield,84776,14,109,9017153,1,0,1
-41,-13,9999.999999999998,E00019112,Richmond upon Thames,217093,14,81,13931701,0,0,0
-56,48,5805,E00011116,Harrow,120076,7,59,7286568,0,0,0
6,57,4980,E00007365,Enfield,47827,16,156,7296089,0,0,0
-58,-26,9050.000000000002,E00019559,Richmond upon Thames,149529,9,85,13445106,3,3,0
-45,52,5590.000000000001,E00000927,Barnet,117583,6,60,6867554,0,0,1
-31,-13,7480,E00022636,Wandsworth,226611.43999999997,27,177,40528043,0,0,0
-48,39,5460,E00002861,Brent,125965,14,127,12715034,0,0,1
42,11,3500,E00182324,Newham,74827,2,25,4630339,0,0,0
24,-27,5454.999999999999,E00003994,Bromley,89101,19,113,10464349,0,0,0
-20,-2,15000,E00014225,Kensington and Chelsea,235891.87999999998,33,291,64353678,2,2,0
72,39,5350,E00011865,Havering,75055,7,87,5104866,0,0,0
46,-43,5210.000000000001,E00166618,Bromley,120831.20000000001,7,91,9391827,0,0,0
-60,15,5360,E00006683,Ealing,114765,15,88,9932447,0,0,1
-66,21,5500.000000000001,E00006589,Ealing,76514,12,101,10288078,0,0,0
-10,49,5900,E00007615,Enfield,130528,15,123,9218024,0,0,0
-36,63,6310,E00001249,Barnet,144381,0,14,1552291,0,0,0
-89,-5,4150,E00012188,Hillingdon,197651,1,9,1374352,1,1,0
36,-16,4545,E00008030,Greenwich,105716,11,75,6778581,0,0,0
-91,-4,4000,E00012188,Hillingdon,197651,1,13,1606306,0,0,0
6,25,5195,E00183921,Hackney,60173,35,309,28225828,1,0,1
-90,-3,4170.000000000001,E00012188,Hillingdon,197651,2,21,2497779,0,1,0
59,2,4430.000000000001,E00001633,Bexley,47200.85999999999,7,78,3562090,0,0,0
-6,-28,5410,E00005396,Croydon,179724,13,144,18041218,0,0,0
-66,-4,4909.999999999999,E00013284,Hounslow,119881,15,93,12296007,0,1,0
-67,-18,5545.000000000001,E00019307,Richmond upon Thames,127803,15,99,11977715,0,0,0
-54,-26,7350,E00019288,Richmond upon Thames,156034.2,12,102,16811260,0,0,0
-6,-7,6740,E00016109,Lambeth,137624,38,316,35739130,1,0,1
59,47,4460,E00011507,Havering,39040.21,5,61,2755350,0,1,0
-26,-20,8060.000000000001,E00017597,Merton,114202.75999999998,23,157,29081339,0,0,0
-44,-13,12660.000000000002,E00019139,Richmond upon Thames,198502,12,76,13327874,0,0,0
-7,71,6135,E00007029,Enfield,90725,0,8,617466,0,0,0
-14,-11,9375.000000000002,E00015252,Lambeth,141298,39,257,46558250,0,0,0
10,-37,5499.999999999999,E00004945,Croydon,110650,13,115,11583198,0,0,0
-27,51,8850.000000000002,E00001395,Barnet,132922,3,47,6633676,0,0,1
9,-47,5155,E00005295,Croydon,184589,11,27,8895901,0,0,0
-5,-64,5105,E00005357,Croydon,183058,7,58,9661143,0,0,0
-35,11,6390.000000000001,E00183098,Hammersmith and Fulham,<null>,15,146,20196795,0,0,0
-15,64,7395.000000000001,E00171167,Enfield,126804,3,29,2960195,0,0,0
12,73,3950,E00007194,Enfield,45605,9,67,4930091,0,0,0
22,-1,7570,E00008296,Greenwich,62071.869999999995,12,152,15292185,1,1,0
22,16,5164.999999999999,E00018250,Newham,72505,19,184,13130590,0,0,0
56,-30,4180.000000000001,E00003542,Bromley,56314,1,3,192874,0,0,0
-44,27,5880,E00174731,Brent,141354,13,116,9964206,0,0,0
53,1,3650,E00002049,Bexley,41849,12,110,6123819,0,0,0
12,41,5240,E00022123,Waltham Forest,50325.54000000001,11,137,7074630,0,2,1
33,9,5740,E00017621,Newham,72758,9,98,7330711,0,0,0
27,46,5855,E00018853,Redbridge,104669.55,9,102,7625993,0,0,0
15,0,6910.000000000001,E00016409,Lewisham,54170.62499999999,19,255,30852484,0,0,0
78,49,4000,E00011389,Havering,32853,3,39,1271611,0,0,0
87,29,5530,E00011911,Havering,105987,1,26,1557843,0,0,0
71,43,4020.0000000000005,E00011537,Havering,35063.69,6,99,4021128,0,0,0
37,-33,5745,E00166105,Bromley,112555,7,42,5958587,0,0,0
-47,-40,6045.000000000001,E00014713,Kingston upon Thames,127776,15,136,22410687,0,0,1
-22,45,6355,E00001541,Barnet,80969,12,129,14398042,0,0,0
-38,-30,6315.000000000001,E00014866,Kingston upon Thames,218414,11,65,11633754,0,0,0
14,-8,6590.000000000001,E00016216,Lewisham,92447.37999999998,23,222,17519361,0,0,0
-8,-62,4380.000000000001,E00005345,Croydon,293025,3,55,9665566,0,0,0
11,13,6680,E00021440,Tower Hamlets,145265.19791666666,46,321,40993074,1,0,1
69,1,4105.000000000001,NaN,NaN,NaN,0,11,408164,0,0,0
49,-50,5500.000000000001,E00003302,Bromley,137082,1,36,4009698,0,0,0
19,-13,5500.000000000001,E00016650,Lewisham,81337.37000000001,18,196,16296415,0,0,0
68,19,4280,E00011831,Havering,45568,8,70,2823845,0,0,1
40,-20,5135.000000000001,E00002099,Bexley,91885,10,91,7900649,0,0,0
28,-11,4195,E00008266,Greenwich,116657,15,110,9988272,0,0,0
-25,-37,5500,E00017452,Merton,107767,12,113,10760740,0,0,0
-15,-17,7200,E00183179,Wandsworth,274600.1499999999,22,219,42164067,0,0,0
-6,51,5655.000000000001,E00007780,Enfield,63670,14,116,7812742,0,0,0
2,2,7384.999999999998,E00020027,Southwark,161910,30,319,38971173,1,0,1
-85,40,5515,E00012332,Hillingdon,423202,3,13,3813911,0,0,0
47,-10,4000.0000000000005,E00001911,Bexley,64874,12,111,6981307,0,0,0
-4,66,5925.000000000001,E00007333,Enfield,78035.70000000001,6,78,5082251,0,0,0
4,-64,5485,E00005501,Croydon,143866,8,29,11360148,0,0,0
-34,-10,7600.000000000001,E00023398,Wandsworth,289145.19,19,133,30504554,0,0,0
-89,9,5500,E00184474,Hillingdon,46515,14,87,11204056,0,0,0
41,45,5405,E00018618,Redbridge,67971.82474226803,6,62,5901045,0,0,0
56,0,3500,E00001629,Bexley,42657,11,106,5293206,0,0,0
-81,-8,4500.000000000001,E00012179,Hillingdon,243502,1,15,2177314,0,0,0
-36,-10,7030.000000000002,E00019404,Richmond upon Thames,222504,14,125,25872370,0,0,0
-84,19,4405,E00012210,Hillingdon,222384,6,54,8619263,0,0,0
-23,56,7745.000000000002,E00001371,Barnet,142579,14,83,9996658,0,1,0
-50,35,5880,E00002610,Brent,188318,14,109,12546220,0,0,0
-18,-42,5200.000000000001,E00021100,Sutton,78314.69,11,125,11020916,0,0,0
-56,-6,5990.000000000001,E00179187,Hounslow,188598,21,86,12341879,0,0,0
-3,-75,4185,E00005087,Croydon,162544,1,15,2085190,0,0,0
-38,25,5615,E00002459,Brent,115384,10,142,11804544,0,0,0
8,61,4280,E00178779,Enfield,35264,10,118,5269935,0,0,0
11,-37,5405,E00004948,Croydon,114698,11,99,10650232,0,0,1
-57,22,5640.000000000001,E00006532,Ealing,102900,12,92,10173666,0,0,0
28,-44,6405,E00003707,Bromley,119288,3,30,3409821,0,0,0
9,-28,5580,E00003891,Bromley,113197,18,159,12418917,2,2,0
-30,-18,7670,E00023357,Wandsworth,169972.44000000003,14,132,26523543,0,0,1
-32,28,5550,E00000668,Barnet,72293,19,129,14350124,0,0,0
-8,-16,5824.999999999999,E00015242,Lambeth,136760.97,28,255,33254235,0,0,0
-12,-24,4580,E00022741,Wandsworth,143230,18,222,33690709,0,0,0
75,24,5170,E00011924,Havering,58868,2,54,2991707,0,0,0
-50,-1,4300,E00012747,Hounslow,96413.86,22,129,16303846,0,0,0
-71,38,6770,E00010973,Harrow,127734,12,79,11707265,0,0,0
-76,-17,3975,E00012902,Hounslow,301881,7,99,10628164,0,0,0
-69,33,5110.000000000001,E00011023,Harrow,149518,17,111,12802185,0,0,0
54,36,3934.999999999999,E00000151,Barking and Dagenham,93528,9,84,5292574,0,0,0
-50,2,6075.000000000001,E00012774,Hounslow,156357,20,144,18942271,0,0,0
46,-56,5500,E00003648,Bromley,1361636,2,8,2180596,0,1,0
1,32,4105,E00009019,Hackney,105776.40000000002,21,247,18664398,0,0,0
-9,12,10095,E00174659,Camden,632467,10,213,52779007,2,2,0
-1,-32,3855,E00005724,Croydon,85298.46999999999,15,169,16145340,0,0,0
-46,0,7640,E00013358,Hounslow,248378,20,140,21730459,0,0,0
-15,23,7100.000000000002,E00004376,Camden,212434.9,55,290,87983914,0,0,0
-40,44,5060,E00000641,Barnet,55949.02,13,151,10605351,0,0,0
60,53,5605.000000000001,E00011531,Havering,368630,0,2,407581,0,0,0
35,1,3730.0000000000005,E00176562,Greenwich,76427.47,13,152,9338210,0,0,0
48,16,3785,E00000451,Barking and Dagenham,38315,6,72,3141215,0,0,0
32,-56,5865,E00003649,Bromley,161541,0,4,420843,0,0,0
61,11,4000.0000000000005,E00176932,Havering,57311,0,5,202401,0,1,0
46,-31,3775.0000000000005,E00003551,Bromley,61469,6,57,4100623,0,0,1
42,-72,6010,E00003655,Bromley,3763622,1,1,3763622,0,0,0
-70,23,5470.000000000001,E00006569,Ealing,86622.24,12,96,10579817,0,0,0
-29,37,6680,E00001093,Barnet,161553,9,122,16941016,0,0,1
19,-9,6285.000000000001,E00182613,Lewisham,93627.54000000001,16,194,16419184,2,0,2
20,-36,6639.999999999998,E00004063,Bromley,129080,10,68,8078655,0,0,0
-41,7,7290.000000000001,E00006218,Ealing,73986,23,214,29326624,0,0,0
-9,72,6000,E00007029,Enfield,90725,0,3,213683,0,1,0
-85,-13,4669.999999999999,E00012179,Hillingdon,243502,4,22,2697086,0,0,0
-78,-24,5500,E00012962,Hounslow,79457,4,41,4439948,0,0,0
-44,-25,7840,E00019181,Richmond upon Thames,160551,6,41,8366484,0,0,0
-70,16,3735,E00006597,Ealing,75755,15,114,11414955,0,0,0
-3,-55,4185,E00005445,Croydon,147815,14,76,11580232,0,0,0
19,-14,5530,E00016663,Lewisham,79631.15000000001,14,189,15686226,0,0,0
14,30,4140,E00022233,Waltham Forest,48305,10,126,6699493,0,0,0
-78,38,6425,E00012356,Hillingdon,199115.56000000003,11,62,12094465,0,0,0
9,26,6735,E00008953,Hackney,105830.56999999996,24,236,18998665,0,0,0
-50,-50,5290.000000000001,E00014829,Kingston upon Thames,133950,9,63,8072113,0,0,0
-17,-1,15000,E00014594,Kensington and Chelsea,234159,36,271,76001900,0,1,0
-35,36,5680,E00001525,Barnet,141799,12,136,13677944,0,0,0
-81,42,6360,E00012312,Hillingdon,202027,8,53,15262990,0,0,0
-59,52,8875,E00011126,Harrow,233927,1,13,1610579,0,2,0
40,-55,5500.000000000001,E00003645,Bromley,103560,2,3,313759,0,0,0
-35,-48,5500,E00020749,Sutton,131820.6666666667,3,40,5092404,0,0,0
-14,19,11845,E00004235,Camden,487014.31,37,243,68781417,6,6,0
-4,46,5559.999999999999,E00006915,Enfield,43620.310000000005,14,167,8171416,0,0,0
26,-67,4465.000000000001,E00003181,Bromley,150048,3,18,2017959,0,0,0
3,75,4135.000000000001,E00007029,Enfield,90725,0,4,566161,0,0,0
-69,29,5030,E00011053,Harrow,86093,17,125,13921220,0,0,0
-9,32,6300,E00013733,Islington,95339.69,25,267,24991289,0,0,0
-37,-35,6000,E00014740,Kingston upon Thames,217747,12,98,14962377,0,0,0
41,-65,6415,E00003651,Bromley,1636074,2,2,1707149,0,0,0
-52,-10,10720,E00019425,Richmond upon Thames,134415,11,100,15306127,0,0,0
83,45,5135,E00011452,Havering,57412,0,8,327132,0,0,0
-25,-8,12085.000000000002,E00009688,Hammersmith and Fulham,346434,49,266,61479317,0,0,0
74,38,4640,E00011880,Havering,66494.65,8,78,4840148,0,1,0
-90,-1,5160,E00012181,Hillingdon,126425,3,32,3848921,0,0,0
-78,-5,4000,E00012885,Hounslow,192485,7,34,4757210,0,0,0
42,-69,6184.999999999998,E00003651,Bromley,1636074,2,2,5399696,0,0,0
79,46,3890.000000000001,E00011389,Havering,32853,3,44,1527722,0,1,0
-78,6,3990,E00012471,Hillingdon,158231.72000000006,10,81,10588993,0,0,0
-38,32,5695.000000000001,E00001517,Barnet,94305,10,105,8986637,0,0,0
-88,-6,4560,E00012188,Hillingdon,197651,1,11,1784805,0,0,0
-47,-32,5110,E00014964,Kingston upon Thames,151877.35000000003,28,144,24429435,0,0,0
-84,-23,5185,E00012923,Hounslow,122621,3,12,1397808,0,1,0
-11,-7,5640,E00015587,Lambeth,277187,39,294,45307943,1,0,1
-47,-15,10140,E00019493,Richmond upon Thames,161220,7,66,10690034,0,0,0
-15,44,5580.000000000001,E00000795,Barnet,89530,9,121,10618687,0,0,0
14,-7,5850,E00016252,Lewisham,104607,21,236,17679176,0,0,0
-9,37,8350,E00010130,Haringey,44313,9,173,11219024,0,0,0
-60,-21,6755.000000000001,E00019544,Richmond upon Thames,88583,15,109,15975759,0,0,0
-25,-36,5500,E00017340,Merton,70908,12,110,10628286,0,0,1
32,-7,5270,E00008195,Greenwich,101170.78000000001,14,107,8938794,0,0,0
27,34,7295.000000000001,E00018975,Redbridge,77602,6,93,6086713,2,2,0
-64,32,5235,E00011180,Harrow,83683,26,139,12896084,0,0,0
14,3,8175.000000000001,NaN,NaN,NaN,33,228,36240355,0,0,0
-26,-13,7240,E00022643,Wandsworth,179691.98,34,220,46260741,0,0,0
-50,15,6545,E00006375,Ealing,436062,13,106,14397262,0,0,0
-15,-28,4375,E00017176,Merton,111100,16,219,29136361,1,0,1
13,1,6500.000000000001,E00182598,Lewisham,56659.529999999984,20,237,29222297,0,0,0
-35,60,6465,E00001208,Barnet,119584,3,28,2749412,0,0,0
65,29,4120,E00011595,Havering,55176,11,85,4425636,0,0,1
-33,33,5870,E00001496,Barnet,111316,11,107,11536508,0,0,1
-7,-31,3995.0000000000005,E00174928,Croydon,129657.03,11,155,17268930,1,0,1
-87,31,6865,E00012155,Hillingdon,103603,10,42,8760682,0,0,0
-41,51,5499.999999999999,E00001131,Barnet,106541.73999999999,6,66,7666343,0,0,0
56,50,5600,E00011496,Havering,38951,0,17,649727,0,0,0
22,-15,5924.999999999999,E00016666,Lewisham,87680.37,15,181,15996847,0,0,0
-36,-24,10000,E00017537,Merton,185408,1,22,4649607,0,0,0
70,10,4045.0000000000005,E00011695,Havering,42840,1,25,1206830,0,0,0
-10,8,9240,E00023929,Westminster,176335,7,105,35564266,7,7,0
-16,46,6320.000000000001,E00000786,Barnet,109875,12,106,9541027,0,0,0
41,43,4480.000000000001,E00018629,Redbridge,85174,7,68,5595752,0,0,0
-94,1,4240,E00012581,Hillingdon,85369,2,34,3981002,0,0,0
88,30,5550,E00011911,Havering,105987,1,24,1413705,0,0,0
55,21,4000,E00000439,Barking and Dagenham,42201,13,132,6797308,0,0,0
0,-8,8140,E00019703,Southwark,160469,32,240,30918660,1,1,0
-45,-44,4625,E00015118,Kingston upon Thames,150287,3,76,11312667,0,0,0
-32,-45,5500,E00021118,Sutton,151366,12,103,12727711,1,0,1
17,-52,3560.0000000000005,E00005250,Croydon,79696,8,65,5131738,0,0,0
65,9,4600,E00011695,Havering,42840,0,9,472791,0,0,0
84,15,5900,E00011924,Havering,58868,0,0,0,0,0,0
50,21,4000.0000000000005,E00000360,Barking and Dagenham,48988.409999999996,11,125,6190066,0,0,0
3,-25,6139.999999999999,E00019863,Southwark,114764,19,156,16371480,0,0,0
7,1,6090.000000000001,E00020335,Southwark,143163,29,230,26747487,0,0,0
4,-63,5200,E00005495,Croydon,133365,9,33,10658551,0,0,0
4,7,6335,E00021628,Tower Hamlets,285487,26,256,44059015,1,0,1
-53,39,5020,E00011017,Harrow,165154,11,113,12433056,0,0,0
10,-46,4830,E00005296,Croydon,192193,10,38,4968806,0,0,0
-82,15,5180,E00012112,Hillingdon,105901,14,74,10883269,0,0,1
-12,13,11460,E00004185,Camden,308517.20000000007,11,217,65105380,5,5,0
9,-10,5855,E00020140,Southwark,116665,27,183,20478029,0,0,0
2,-5,4365,E00177614,Southwark,98543.43,35,264,28952452,0,0,1
27,29,6485,E00019051,Redbridge,99557,12,111,7036243,0,0,0
-77,10,4320.000000000001,E00011958,Hillingdon,157815,10,109,15409478,0,0,0
-69,38,6285,E00010941,Harrow,110901,11,74,9730678,0,0,0
-29,-56,6405,E00165852,Sutton,342755,5,35,11401358,0,0,0
24,49,5615,E00022045,Waltham Forest,70673,11,79,8421068,0,0,0
-34,42,4445,E00001288,Barnet,185841,12,105,10820987,0,0,0
-98,-7,5249.999999999999,E00012188,Hillingdon,197651,0,1,97935,0,0,0
-16,17,12905.000000000002,E00023922,Westminster,317651,27,221,68283581,0,1,0
57,-18,4755.000000000001,E00002185,Bexley,78025,5,38,3665441,0,0,0
-8,-8,6085.000000000001,E00015609,Lambeth,142357,36,320,39345251,0,0,0
23,31,5410,E00171491,Waltham Forest,45601,13,165,8893881,1,0,1
-30,59,5500,E00001442,Barnet,73440,8,66,6762282,0,0,0
-40,60,4330,E00001254,Barnet,120340,0,3,276253,0,0,0
-28,62,6225.000000000002,E00001235,Barnet,181561,9,83,8370155,2,1,1
-21,58,6244.999999999998,E00001344,Barnet,129133,16,104,11362798,0,0,0
-67,-20,5515.000000000001,E00012966,Hounslow,95422,15,95,11519507,0,0,0
49,-46,4325,E00003841,Bromley,107859,3,60,5965460,0,0,0
-16,39,9790,E00010005,Haringey,135191,13,124,11793024,0,1,0
60,-16,4000.000000000001,E00002176,Bexley,290261,5,37,3791615,0,0,0
5,-14,7550,E00019921,Southwark,150348,21,136,24980514,0,0,0
-9,13,10000,E00174659,Camden,338067.42000000004,10,243,57120309,2,2,0
16,-45,5710,E00005633,Croydon,115337,10,58,6731821,0,0,0
40,38,4695,E00018337,Redbridge,57688.55,10,105,5868009,0,0,0
68,37,5350.000000000001,E00011747,Havering,55927.869999999995,8,96,5528812,0,0,0
53,39,3500,E00000160,Barking and Dagenham,64812,5,46,2858964,0,0,0
-14,45,6145.000000000001,E00009864,Haringey,84263,11,130,10997642,0,0,0
9,-9,5840,E00020149,Southwark,124785.92000000001,32,187,20125795,0,0,0
-3,66,5580.000000000001,E00007331,Enfield,74434.66000000002,7,88,5605913,0,0,0
-7,-66,4965.000000000001,E00005067,Croydon,126296,7,50,8252697,0,0,0
16,-50,3500.0000000000005,E00005299,Croydon,89990,7,61,5428475,0,0,0
10,-18,4880,E00016741,Lewisham,82010.84999999999,19,164,15007760,0,0,0
31,33,3775,E00018596,Redbridge,46730,7,84,5370109,0,0,0
-34,59,6705,E00001423,Barnet,95308,3,34,3208914,0,0,0
-13,1,11040.000000000002,E00024053,Westminster,388858.25000000006,28,261,77757168,3,0,3
-43,-31,6325.000000000002,E00014904,Kingston upon Thames,185335,13,110,19084067,0,0,1
74,15,5000,E00011706,Havering,43860,1,21,967130,0,0,0
89,34,6025.000000000001,E00011281,Havering,56240,0,16,896326,0,0,0
-34,-48,5695,E00020745,Sutton,135229.21875000003,8,50,6377656,0,0,0
-33,-38,5540,E00017304,Merton,177311,11,97,11516504,0,0,0
-12,-7,6265,E00022997,Lambeth,208451.45,35,277,43968474,0,0,0
-11,-10,7400,E00015321,Lambeth,167724,38,269,39384797,2,1,1
-58,-4,5785.000000000001,E00013308,Hounslow,192842.77,16,81,12449329,0,0,1
25,-56,5545,E00003646,Bromley,291420,1,15,1339230,0,0,0
43,-74,6190,E00003655,Bromley,3763622,1,1,3763622,0,0,0
-2,-11,7720.000000000001,E00015517,Lambeth,142112.34999999998,26,195,28024993,0,0,0
-51,33,5485,E00002620,Brent,151163,16,91,11079732,0,0,0
-19,-21,5824.999999999999,E00023304,Wandsworth,254644,27,204,38677708,0,0,0
31,-64,5574.999999999999,E00003183,Bromley,121784,5,24,2665534,0,0,0
42,-30,7665,E00003339,Bromley,138559,3,26,2821442,0,0,0
-80,-19,4315.000000000001,E00012941,Hounslow,73981,12,101,10811579,0,0,0
-94,38,5499.999999999999,E00012151,Hillingdon,180303,3,17,2322189,0,0,0
-88,43,5880.000000000001,E00012315,Hillingdon,494395,3,12,3583429,0,0,0
-31,-38,5039.999999999999,E00017318,Merton,112580.27999999998,9,93,10661493,1,0,2
-38,-25,8440,E00017537,Merton,185408,2,24,5638655,0,0,0
56,42,4960,E00000156,Barking and Dagenham,64812,3,53,2354558,0,0,0
44,-56,5500,E00003648,Bromley,1361636,2,6,1956394,0,1,0
-91,-14,3915,E00012179,Hillingdon,243502,0,0,0,0,0,0
2,71,6000,E00006993,Enfield,26418,1,43,1986501,0,1,0
-45,14,4309.999999999999,E00006194,Ealing,139979,9,62,8979544,0,0,0
17,-17,4295,E00016780,Lewisham,101559,12,175,14044724,0,0,0
12,30,5779.999999999999,E00185724,Waltham Forest,63462,7,115,7037121,0,0,0
-11,31,8200,E00013709,Islington,135799.98,25,254,28750451,0,0,0
-52,49,5955,E00010623,Harrow,140082,7,59,7321379,0,0,0
83,21,6000.000000000001,E00011905,Havering,71976,0,9,592885,0,0,0
58,-34,3700,E00003520,Bromley,82510,0,1,82510,0,0,0
-17,-13,9790.000000000002,E00022937,Wandsworth,251074.19999999998,34,201,41902783,0,0,0
2,-43,4124.999999999999,E00004911,Croydon,101632.44,23,180,19353628,1,0,1
17,67,5410,E00007127,Enfield,51933.83333333333,1,20,936409,0,0,0
32,42,5105.000000000001,E00018914,Redbridge,83826,5,89,5337449,0,0,0
36,-26,5750,E00003358,Bromley,96598,12,73,7979294,0,0,1
60,30,4090.0000000000005,E00000327,Barking and Dagenham,40267,8,89,4857300,0,0,0
-45,-21,7000,E00019181,Richmond upon Thames,160551,1,10,2061473,0,0,0
28,-31,5280.000000000001,E00003259,Bromley,91759,17,104,11549132,0,0,0
-75,6,4000,E00012477,Hillingdon,156080,10,101,12168748,0,0,0
-73,30,5774.999999999999,E00012072,Hillingdon,165464.02000000002,11,109,16165269,0,0,0
35,8,5500.000000000001,E00017610,Newham,168811,9,76,8302152,0,0,0
30,-33,5790,E00003144,Bromley,177028,16,88,10220203,1,0,1
-37,63,5965,E00001249,Barnet,144381,0,10,1097398,0,0,0
-13,21,7860.000000000001,E00004248,Camden,371227.03,46,276,73417460,0,0,1
-15,-46,5090,E00021008,Sutton,104519,22,118,12931214,1,0,1
23,-38,5860,E00003743,Bromley,115248.99,11,73,8404622,0,0,1
34,-5,3885,E00182101,Greenwich,109734,14,108,8594943,0,0,0
68,-11,4000,E00001836,Bexley,61076,7,45,2513679,0,0,0
-6,16,8415,E00013553,Islington,133225.7,14,312,50880022,1,1,0
68,42,4000,E00011668,Havering,97785,5,69,3432296,0,1,0
70,42,4165,E00011668,Havering,97785,6,87,3990213,0,0,1
76,12,4500.000000000001,E00011695,Havering,42840,0,5,256020,0,0,0
-3,-25,5940,E00015539,Lambeth,97155.86000000002,16,155,18129739,0,0,0
43,11,3500,E00017627,Newham,64662.71428571428,0,25,1352924,0,0,0
-81,21,5365.000000000001,E00012237,Hillingdon,180329,4,28,4716810,0,0,0
2,22,8070,E00013835,Hackney,148689.43,34,341,36875377,0,0,0
